"","X1","STATE","STATE.ABBREVIATION","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","year"
"24003",2401,"North Carolina","NC","12 - UNEXPIRED TERM","H4NC12050","","Marcus","Brandon","Brandon, Marcus","","D","2,984","8.82%","","","","","2014"
"24012",2402,"North Carolina","NC","12 - UNEXPIRED TERM","H4NC12126","","James (Smuggie)","Mitchell","Mitchell, James (Smuggie)","","D","2,034","6.01%","","","","","2014"
"24022",2403,"North Carolina","NC","12 - UNEXPIRED TERM","H4NC12092","","Curtis C.","Osborne","Osborne, Curtis C.","","D","1,939","5.73%","","","","","2014"
"24041",2405,"North Carolina","NC","12 - UNEXPIRED TERM","H4NC12134","","Vince","Coakley","Coakley, Vince","","R","Unopposed","","","","41,578","24.57%","2014"
"24072",2408,"North Carolina","NC","13","H2NC13110","(I)","George","Holding","Holding, George","","R","Unopposed","","","","153,991","57.31%","2014"
"24081",2409,"North Carolina","NC","13","H4NC13033","","Brenda","Cleary","Cleary, Brenda","","D","24,631","70.39%","","","114,718","42.69%","2014"
"24093",2410,"North Carolina","NC","13","H4NC13041","","Virginia","Conlon","Conlon, Virginia","","D","6,308","18.03%","","","","","2014"
"24103",2411,"North Carolina","NC","13","H4NC13058","","Arunava (Ron)","Sanyal","Sanyal, Arunava (Ron)","","D","4,052","11.58%","","","","","2014"
"24173",2418,"North Dakota","ND","00","H0ND01026","(I)","Kevin","Cramer","Cramer, Kevin","","R","50,188","99.70%","","","138,100","55.54%","2014"
"24203",2421,"North Dakota","ND","00","H4ND00046","","George","Sinner","Sinner, George","","DNL","30,102","99.83%","","","95,678","38.48%","2014"
"24232",2424,"North Dakota","ND","00","H4ND01028","","Robert J. ""Jack""","Seaman","Seaman, Robert J. ""Jack""","","LIB","1,548","99.55%","","","14,531","5.84%","2014"
"24301",2431,"Northern Mariana Islands","MP","00","H8MP00041","(I)","Gregorio Kilili Camacho","Sablan","Sablan, Gregorio Kilili Camacho","","IND","","","","","8,549","65.28%","2014"
"24313",2432,"Northern Mariana Islands","MP","00","H4MP00016","","Andrew Sablan","Salas","Salas, Andrew Sablan","","D","","","","","4,547","34.72%","2014"
"24352",2436,"Ohio","OH","01","H8OH01043","(I)","Steve","Chabot","Chabot, Steve","","R","31,953","100.00%","","","124,779","63.22%","2014"
"24371",2438,"Ohio","OH","01","H2OH02093","","Fred","Kundrata","Kundrata, Fred","","D","7,369","55.90%","","","72,604","36.78%","2014"
"24383",2439,"Ohio","OH","01","H4OH01067","","Jim","Prues","Prues, Jim","","D","5,814","44.10%","","","","","2014"
"24422",2443,"Ohio","OH","02","H2OH02085","(I)","Brad ","Wenstrup","Wenstrup, Brad ","","R","37,134","100.00%","","","132,658","65.96%","2014"
"24442",2445,"Ohio","OH","02","H4OH02156 ","","Marek","Tyszkiewicz","Tyszkiewicz, Marek","","D","4,812","29.71%","","","68,453","34.04%","2014"
"24452",2446,"Ohio","OH","02","H4OH02131 ","","Ronny","Richards","Richards, Ronny","","D","3,995","24.67%","","","","","2014"
"24462",2447,"Ohio","OH","02","H4OH02164 ","","William R. ","Smith","Smith, William R. ","","D","3,974","24.54%","","","","","2014"
"24472",2448,"Ohio","OH","02","H4OH02149 ","","John","Sheil","Sheil, John","","D","3,416","21.09%","","","","","2014"
"24513",2452,"Ohio","OH","03","H2OH03125 ","(I)","Joyce B.","Beatty","Beatty, Joyce B.","","D","25,151","100.00%","","","91,769","64.06%","2014"
"24533",2454,"Ohio","OH","03","H0OH15099","","John ","Adams","Adams, John ","","R","10,045","58.82%","","","51,475","35.93%","2014"
"24541",2455,"Ohio","OH","03","H4OH03089 ","","Eric T.","Vennon","Vennon, Eric T.","","R","7,032","41.18%","","","","","2014"
"24562",2457,"Ohio","OH","03","H2OH07142","","Ralph A.","Applegate","Applegate, Ralph A.","","W","","","","","17","0.01%","2014"
"24591",2460,"Ohio","OH","04","H6OH04082","(I)","Jim ","Jordan","Jordan, Jim ","","R","47,967","100.00%","","","125,907","67.67%","2014"
"24612",2462,"Ohio","OH","04","H4OH04046","","Janet","Garrett","Garrett, Janet","","D","1,471","100.00%","","","60,165","32.33%","2014"
"24652",2466,"Ohio","OH","05","H8OH05036","(I)","Bob","Latta","Latta, Bob","","R","42,288","100.00%","","","134,449","66.46%","2014"
"24672",2468,"Ohio","OH","05","H4OH05043","","Robert L.","Fry","Fry, Robert L.","","D","16,460","100.00%","","","58,507","28.92%","2014"
"24693",2470,"Ohio","OH","05","H2OH05039 ","","Eric","Eberly","Eberly, Eric","","LIB","395","100.00%","","","9,344","4.62%","2014"
"24732",2474,"Ohio","OH","06","H0OH06189","(I)","Bill","Johnson","Johnson, Bill","","R","30,799","100.00%","","","111,026","58.23%","2014"
"24752",2476,"Ohio","OH","06","H4OH06074 ","","Jennifer ","Garrison","Garrison, Jennifer ","","D","22,359","72.95%","","","73,561","38.58%","2014"
"24762",2477,"Ohio","OH","06","H4OH06082","","Gregory D.","Howard","Howard, Gregory D.","","D","8,292","27.05%","","","","","2014"
"24783",2479,"Ohio","OH","06","H4OH06090 ","","Dennis","Lambert","Lambert, Dennis","","GRE","29","100.00%","","","6,065","3.18%","2014"
"24823",2483,"Ohio","OH","07","H0OH18077 ","(I)","Bob ","Gibbs","Gibbs, Bob ","","R","32,839","100.00%","","","143,959","100.00%","2014"
"24863",2487,"Ohio","OH","08","H0OH08029 ","(I)","John A.","Boehner","Boehner, John A.","","R","47,261","71.50%","","","126,539","67.19%","2014"
"24873",2488,"Ohio","OH","08","H4OH08062","","J. D.","Winteregg","Winteregg, J. D.","","R","15,030","22.74%","","","","","2014"
"24882",2489,"Ohio","OH","08","H4OH08054","","Eric  ","Gurr","Gurr, Eric","","R","3,812","5.77%","","","","","2014"
"24902",2491,"Ohio","OH","08","H4OH08070 ","","Tom","Poetter","Poetter, Tom","","D","8,911","54.64%","","","51,534","27.36%","2014"
"24913",2492,"Ohio","OH","08","H4OH08088 ","","Matthew J.","Guyette","Guyette, Matthew J.","","D","7,399","45.36%","","","","","2014"
"24932",2494,"Ohio","OH","08","H0OH08128","","James J., Jr.","Condit","Condit, James J., Jr.","","CON","60","100.00%","","","10,257","5.45%","2014"
"24972",2498,"Ohio","OH","09","H2OH09031","(I)","Marcy","Kaptur","Kaptur, Marcy","","D","32,464","100.00%","","","108,870","67.74%","2014"
"24993",2500,"Ohio","OH","09","H4OH09102 ","","Richard","May","May, Richard","","R","9,587","72.23%","","","51,704","32.17%","2014"
"25002",2501,"Ohio","OH","09","H4OH09094","","Robert C., Jr.","Horrocks","Horrocks, Robert C., Jr.","","R","3,686","27.77%","","","","","2014"
"25022",2503,"Ohio","OH","09","H4OH09086","","Cory","Hoffman","Hoffman, Cory","","W","","","","","112","0.07%","2014"
"25033",2504,"Ohio","OH","09","H4OH09128","","George A.","Skalsky","Skalsky, George A.","","W","","","","","29","0.02%","2014"
"25063",2507,"Ohio","OH","10","H2OH03067","(I)","Mike","Turner","Turner, Mike","","R","32,550","79.85%","","","130,752","65.18%","2014"
"25073",2508,"Ohio","OH","10","H0OH07104","","John D.","Anderson","Anderson, John D.","","R","8,214","20.15%","","","","","2014"
"25092",2510,"Ohio","OH","10","H4OH10167 ","","Robert","Klepinger","Klepinger, Robert","","D","9,645","55.75%","","","63,249","31.53%","2014"
"25101",2511,"Ohio","OH","10","H4OH10159 ","","Bill","Conner","Conner, Bill","","D","7,655","44.25%","","","","","2014"
"25122",2513,"Ohio","OH","10","H0OH08136","","David A.","Harlow","Harlow, David A.","","LIB","221","100.00%","","","6,605","3.29%","2014"
"25161",2517,"Ohio","OH","11","H8OH11141","(I)","Marcia L.","Fudge","Fudge, Marcia L.","","D","55,088","100.00%","","","137,105","79.45%","2014"
"25183",2519,"Ohio","OH","11","H4OH11066","","Mark","Zetzer","Zetzer, Mark","","R","8,839","100.00%","","","35,461","20.55%","2014"
"25222",2523,"Ohio","OH","12","H0OH12062","(I)","Pat","Tiberi","Tiberi, Pat","","R","46,186","100.00%","","","150,573","68.11%","2014"
"25242",2525,"Ohio","OH","12","H4OH12072 ","","David Arthur","Tibbs","Tibbs, David Arthur","","D","18,259","100.00%","","","61,360","27.75%","2014"
"25263",2527,"Ohio","OH","12","H4OH12064 ","","Bob","Hart","Hart, Bob","","GRE","155","100.00%","","","9,148","4.14%","2014"
"25302",2531,"Ohio","OH","13","H2OH17109","(I)","Tim","Ryan","Ryan, Tim","","D","45,585","85.05%","","","120,230","68.49%","2014"
"25314",2532,"Ohio","OH","13","H4OH00028","","John Stephen","Luchansky","Luchansky, John Stephen","","D","8,016","14.95%","","","","","2014"
"25331",2534,"Ohio","OH","13","H8OH11133","","Thomas","Pekarek","Pekarek, Thomas","","R","351","100.00%","","","55,233","31.46%","2014"
"25353",2536,"Ohio","OH","13","H4OH13104","","David Allen","Pastorius","Pastorius, David Allen","","W","","","","","86","0.05%","2014"
"25382",2539,"Ohio","OH","14","H2OH14064 ","(I)","David P.","Joyce","Joyce, David P.","","R","27,547","54.99%","","","135,736","63.26%","2014"
"2539",2540,"Ohio","OH","14","H4OH14110","","Matt ","Lynch","Lynch, Matt ","","R","22,546","45.01%","","","","","2014"
"25413",2542,"Ohio","OH","14","H4OH14102","","Michael ","Wager","Wager, Michael ","","D","23,533","100.00%","","","70,856","33.02%","2014"
"25432",2544,"Ohio","OH","14","H8OH14103","","David ","Macko","Macko, David ","","LIB","259","100.00%","","","7,988","3.72%","2014"
"25472",2548,"Ohio","OH","15","H8OH15076 ","(I)","Steve","Stivers","Stivers, Steve","","R","36,569","90.14%","","","128,496","66.02%","2014"
"25481",2549,"Ohio","OH","15","H4OH15067","","Charles S.","Chope","Chope, Charles S.","","R","3,999","9.86%","","","","","2014"
"25503",2551,"Ohio","OH","15","H2OH15095 ","","Scott","Wharton","Wharton, Scott","","D","18,336","100.00%","","","66,125","33.98%","2014"
"25542",2555,"Ohio","OH","16","H0OH16097","(I)","Jim","Renacci","Renacci, Jim","","R","37,040","100.00%","","","132,176","63.74%","2014"
"25561",2557,"Ohio","OH","16","H4OH16115 ","","Pete ","Crossland","Crossland, Pete ","","D","14,635","58.05%","","","75,199","36.26%","2014"
"25573",2558,"Ohio","OH","16","H4OH16107 ","","James ","Donenwirth","Donenwirth, James ","","D","10,575","41.95%","","","","","2014"
"25631",2564,"Oklahoma","OK","01","H2OK01143","(I)","Jim","Bridenstine","Bridenstine, Jim","","R","Unopposed","","","","Unopposed","","2014"
"25662",2567,"Oklahoma","OK","02","H2OK02083","(I)","Markwayne","Mullin","Mullin, Markwayne","","R","26,245","79.73%","","","110,925","70.03%","2014"
"2567",2568,"Oklahoma","OK","02","H4OK02147","","Darrel","Robertson","Robertson, Darrel","","R","6,673","20.27%","","","","","2014"
"25692",2570,"Oklahoma","OK","02","H2OK02166","","Earl E.","Everett","Everett, Earl E.","","D","33,119","62.57%","","","38,964","24.60%","2014"
"25701",2571,"Oklahoma","OK","02","H4OK02154","","Joshua","Harris-Till","Harris-Till, Joshua","","D","19,813","37.43%","","","","","2014"
"25723",2573,"Oklahoma","OK","02","H4OK02162","","Jon","Douthitt","Douthitt, Jon","","IND","","","","","8,518","5.38%","2014"
"2575",2576,"Oklahoma","OK","03","H4OK06056","(I)","Frank D.","Lucas","Lucas, Frank D.","","R","54,847","82.82%","","","133,335","78.62%","2014"
"25761",2577,"Oklahoma","OK","03","H4OK03046","","Robert","Hubbard","Hubbard, Robert","","R","7,925","11.97%","","","","","2014"
"25773",2578,"Oklahoma","OK","03","H2OK03081","","Timothy Ray","Murray","Murray, Timothy Ray","","R","3,449","5.21%","","","","","2014"
"25792",2580,"Oklahoma","OK","03","H8OK03047","","Frankie","Robbins","Robbins, Frankie","","D","Unopposed","","","","36,270","21.38%","2014"
"25821",2583,"Oklahoma","OK","04","H2OK04055","(I)","Tom","Cole","Cole, Tom","","R","40,790","84.45%","","","117,721","70.80%","2014"
"25832",2584,"Oklahoma","OK","04","H4OK04143","","Anna","Flatt","Flatt, Anna","","R","7,511","15.55%","","","","","2014"
"25851",2586,"Oklahoma","OK","04","H4OK05066","","Bert","Smith","Smith, Bert","","D","24,268","81.56%","","","40,998","24.66%","2014"
"25862",2587,"Oklahoma","OK","04","H4OK04135","","Tae","Si","Si, Tae","","D","5,485","18.44%","","","","","2014"
"25883",2589,"Oklahoma","OK","04","H4OK04150","","Dennis B.","Johnson","Johnson, Dennis B.","","IND","","","","","7,549","4.54%","2014"
"25912",2592,"Oklahoma","OK","05","H4OK05132","","Steve","Russell","Russell, Steve","","R","14,604","26.57%","19,374","59.26%","95,632","60.10%","2014"
"25923",2593,"Oklahoma","OK","05","H4OK05108","","Patrice","Douglas","Douglas, Patrice","","R","13,445","24.46%","13,319","40.74%","","","2014"
"25931",2594,"Oklahoma","OK","05","H4OK05116","","Clark","Jolley","Jolley, Clark","","R","9,232","16.80%","","","","","2014"
"25942",2595,"Oklahoma","OK","05","H4OK05140","","Mike","Turner","Turner, Mike","","R","7,760","14.12%","","","","","2014"
"25952",2596,"Oklahoma","OK","05","H0OK05130","","Shane David","Jett","Jett, Shane David","","R","7,022","12.78%","","","","","2014"
"2596",2597,"Oklahoma","OK","05","H4OK05157","","Harvey","Sparks","Sparks, Harvey","","R","2,898","5.27%","","","","","2014"
"25981",2599,"Oklahoma","OK","05","H4OK05124","","Al","McAffrey","McAffrey, Al","","D","8,507","30.89%","10,417","54.23%","57,790","36.32%","2014"
"2599",2600,"Oklahoma","OK","05","H0OK05155","","Tom","Guild","Guild, Tom","","D","11,603","42.13%","8,793","45.77%","","","2014"
"2600",2601,"Oklahoma","OK","05","H4OK05165","","Leona","Leonard","Leonard, Leona","","D","7,431","26.98%","","","","","2014"
"2602",2603,"Oklahoma","OK","05","H6OK04098","","Robert T.","Murphy","Murphy, Robert T.","","IND","","","","","2,176","1.37%","2014"
"26031",2604,"Oklahoma","OK","05","H4OK05173","","Tom","Boggs","Boggs, Tom","","IND","","","","","2,065","1.30%","2014"
"26041",2605,"Oklahoma","OK","05","H4OK05181","","Buddy","Ray","Ray, Buddy","","IND","","","","","1,470","0.92%","2014"
"26111",2612,"Oregon","OR","01","H2OR01133 ","(I)","Suzanne ","Bonamici","Bonamici, Suzanne ","","D/WF*","50,903","98.83%","","","160,038","57.31%","2014"
"2614",2615,"Oregon","OR","01","H4OR01113","","Jason","Yates","Yates, Jason","","R/CON*","16,466","42.29%","","","96,245","34.47%","2014"
"26152",2616,"Oregon","OR","01","H2OR01190","","Delinda Delgado","Morgan","Morgan, Delinda Delgado","","R","15,521","39.86%","","","","","2014"
"26162",2617,"Oregon","OR","01","H4OR02186","","Bob","Niemeyer","Niemeyer, Bob","","R","6,637","17.05%","","","","","2014"
"26193",2620,"Oregon","OR","01","H2OR01224","","James","Foster","Foster, James","","LIB","*","","","","11,213","4.02%","2014"
"26202",2621,"Oregon","OR","01","H2OR01216","","Steven C.","Reynolds","Reynolds, Steven C.","","PRO/PG","*","","","","11,163","4.00%","2014"
"26262",2627,"Oregon","OR","02","H6OR02116 ","(I)","Greg ","Walden","Walden, Greg ","","R","64,603","75.53%","","","202,374","70.41%","2014"
"26272",2628,"Oregon","OR","02","H4OR02160","","Dennis B.","Linthicum","Linthicum, Dennis B.","","R","20,745","24.25%","","","","","2014"
"26302",2631,"Oregon","OR","02","H4OR02178 ","","Aelea ","Christofferson","Christofferson, Aelea ","","D","24,407","61.77%","","","73,785","25.67%","2014"
"26312",2632,"Oregon","OR","02","H4OR02194","","Barney ","Spera","Spera, Barney ","","D","7,996","20.24%","","","","","2014"
"26322",2633,"Oregon","OR","02","H2OR02149","","C. F. (Frank)","Vulliet","Vulliet, C. F. (Frank)","","D","6,103","15.45%","","","","","2014"
"26352",2636,"Oregon","OR","02","H4OR02202","","Sharon L.","Durbin","Durbin, Sharon L.","","LIB","*","","","","10,491","3.65%","2014"
"26403",2641,"Oregon","OR","03","H6OR03064 ","(I)","Earl ","Blumenauer","Blumenauer, Earl ","","D","69,753","98.63%","","","211,748","72.33%","2014"
"26432",2644,"Oregon","OR","03","H4OR03101","","James","Buchal","Buchal, James","","R/CON*/IP*","15,083","97.81%","","","57,424","19.61%","2014"
"26462",2647,"Oregon","OR","03","H8OR03052","","Michael","Meo","Meo, Michael","","PG","*","","","","12,106","4.14%","2014"
"26473",2648,"Oregon","OR","03","H4OR03127","","Jeffrey J.","Langan","Langan, Jeffrey J.","","LIB","*","","","","6,381","2.18%","2014"
"26481",2649,"Oregon","OR","03","H4OR03135","","David ","Walker","Walker, David ","","NAF","","","","","4,009","1.37%","2014"
"2654",2655,"Oregon","OR","04","H6OR04047","(I)","Peter A.","DeFazio","DeFazio, Peter A.","","D/PRO/WF*","57,970","98.28%","","","181,624","58.55%","2014"
"2657",2658,"Oregon","OR","04","H0OR04081","","Art","Robinson","Robinson, Art","","R/CON*","45,391","97.31%","","","116,534","37.57%","2014"
"26613",2662,"Oregon","OR","04","H8OR04134","","Mike","Beilstein","Beilstein, Mike","","PG","*","","","","6,863","2.21%","2014"
"26621",2663,"Oregon","OR","04","H4OR04109","","David L.","Chester","Chester, David L.","","LIB","*","","","","4,676","1.51%","2014"
"26662",2667,"Oregon","OR","05","H8OR05107 ","(I)","Kurt","Schrader","Schrader, Kurt","","D","42,041","83.10%","","","150,944","53.70%","2014"
"26671",2668,"Oregon","OR","05","H4OR05254 ","","Anita","Brown","Brown, Anita","","D","8,106","16.02%","","","","","2014"
"26711",2672,"Oregon","OR","05","H4OR05239 ","","Tootie ","Smith","Smith, Tootie ","","R","31,883","62.83%","","","110,332","39.25%","2014"
"26722",2673,"Oregon","OR","05","H4OR05213","","Ben","Pollock","Pollock, Ben","","R","18,595","36.64%","","","","","2014"
"26762",2677,"Oregon","OR","05","H4OR05247","","Marvin","Sannes","Sannes, Marvin","","IP","*","","","","7,674","2.73%","2014"
"26771",2678,"Oregon","OR","05","H2OR05175","","Raymond","Baldwin","Baldwin, Raymond","","CON","*","","","","6,208","2.21%","2014"
"26782",2679,"Oregon","OR","05","H4OR05262","","Daniel K.","Souza","Souza, Daniel K.","","LIB","*","","","","5,198","1.85%","2014"
"2686",2687,"Pennsylvania","PA","01","H8PA01153 ","(I)","Robert A.","Brady","Brady, Robert A.","","D","47,565","99.87%","","","131,248","82.84%","2014"
"26893",2690,"Pennsylvania","PA","01","H4PA01103","","Megan","Rath","Rath, Megan","","R","6,995","99.73%","","","27,193","17.16%","2014"
"26941",2695,"Pennsylvania","PA","02","H2PA02055","(I)","Chaka ","Fattah","Fattah, Chaka ","","D","82,167","99.91%","","","181,141","87.70%","2014"
"2697",2698,"Pennsylvania","PA","02","H4PA02051","","Armond","James","James, Armond","","R","3,117","99.81%","","","25,397","12.30%","2014"
"27023",2703,"Pennsylvania","PA","03","H0PA03271","(I)","Mike","Kelly","Kelly, Mike","","R","33,475","99.17%","","","113,859","60.63%","2014"
"27051",2706,"Pennsylvania","PA","03","H4PA03109","","Dan","Lavallee","Lavallee, Dan","","D","30,153","98.84%","","","73,931","39.37%","2014"
"27102",2711,"Pennsylvania","PA","04","H2PA04135","(I)","Scott","Perry","Perry, Scott","","R","35,020","99.46%","","","147,090","74.54%","2014"
"27132",2714,"Pennsylvania","PA","04","H4PA00048","","Linda Deliah","Thompson","Thompson, Linda Deliah","","D","24,312","97.59%","","","50,250","25.46%","2014"
"27182",2719,"Pennsylvania","PA","05","H8PA05071","(I)","Glenn GT","Thompson","Thompson, Glenn GT","","R","37,564","98.90%","","","115,018","63.60%","2014"
"27213",2722,"Pennsylvania","PA","05","H4PA05062","","Kerith Strano ","Taylor","Taylor, Kerith Strano ","","D","18,172","53.27%","","","65,839","36.40%","2014"
"27221",2723,"Pennsylvania","PA","05","H4PA05054","","Thomas","Tarantella","Tarantella, Thomas","","D","15,603","45.74%","","","","","2014"
"27271",2728,"Pennsylvania","PA","06","H0PA06076","","Ryan","Costello","Costello, Ryan","","R","24,313","99.94%","","","119,643","56.29%","2014"
"27302",2731,"Pennsylvania","PA","06","H0PA06084","","Manan","Trivedi","Trivedi, Manan","","D","27,359","99.91%","","","92,901","43.71%","2014"
"27351",2736,"Pennsylvania","PA","07","H0PA07082","(I)","Patrick L.","Meehan","Meehan, Patrick L.","","R","31,020","99.88%","","","145,869","62.04%","2014"
"27383",2739,"Pennsylvania","PA","07","H4PA07092","","Mary Ellen","Balchunis","Balchunis, Mary Ellen","","D","29,444","99.90%","","","89,256","37.96%","2014"
"27432",2744,"Pennsylvania","PA","08","H4PA08074","(I)","Michael G.","Fitzpatrick","Fitzpatrick, Michael G.","","R","22,170","100.00%","","","137,731","61.90%","2014"
"27461",2747,"Pennsylvania","PA","08","H4PA08108","","Kevin","Strouse","Strouse, Kevin","","D","18,440","51.13%","","","84,767","38.10%","2014"
"27473",2748,"Pennsylvania","PA","08","H4PA08116","","Shaughnessy","Naughton","Naughton, Shaughnessy","","D","17,623","48.87%","","","","","2014"
"27522",2753,"Pennsylvania","PA","09","H2PA09035","(I)","Bill","Shuster","Shuster, Bill","","R","24,465","52.59%","","","110,094","63.52%","2014"
"2753",2754,"Pennsylvania","PA","09","H4PA09056","","Arthur L.","Halvorson","Halvorson, Arthur L.","","R","16,021","34.44%","","","","","2014"
"27541",2755,"Pennsylvania","PA","09","H2PA09092","","Travis G.","Schooley","Schooley, Travis G.","","R","5,885","12.65%","","","","","2014"
"27572",2758,"Pennsylvania","PA","09","H2PA09043","","Alanna","Hartzok","Hartzok, Alanna","","D","30,938","97.47%","","","63,223","36.48%","2014"
"27621",2763,"Pennsylvania","PA","10","H0PA10078","(I)","Tom","Marino","Marino, Tom","","R","32,538","99.17%","","","112,851","62.58%","2014"
"27652",2766,"Pennsylvania","PA","10","H4PA10054","","Scott F.","Brion","Brion, Scott F.","","D","22,860","98.89%","","","44,737","24.81%","2014"
"27681",2769,"Pennsylvania","PA","10","H4PA10062","","Nicholas","Troiano","Troiano, Nicholas","","IND","","","","","22,734","12.61%","2014"
"27711",2772,"Pennsylvania","PA","11","H2PA11098","(I)","Lou","Barletta","Barletta, Lou","","R","29,772","99.61%","","","122,464","66.31%","2014"
"27742",2775,"Pennsylvania","PA","11","H4PA11052","","Andy","Ostrowski","Ostrowski, Andy","","D","28,567","98.21%","","","62,228","33.69%","2014"
"2779",2780,"Pennsylvania","PA","12","H0PA04220","(I)","Keith ","Rothfus","Rothfus, Keith ","","R","23,291","99.25%","","","127,993","59.28%","2014"
"27822",2783,"Pennsylvania","PA","12","H4PA12043","","Erin","McClelland","McClelland, Erin","","D","32,971","67.67%","","","87,928","40.72%","2014"
"27832",2784,"Pennsylvania","PA","12","H4PA12050","","John A.","Hugya","Hugya, John A.","","D","15,547","31.91%","","","","","2014"
"27882",2789,"Pennsylvania","PA","13","H4PA13199","","Brendan F.","Boyle","Boyle, Brendan F.","","D","24,775","40.60%","","","123,601","67.12%","2014"
"27891",2790,"Pennsylvania","PA","13","H2PA13078","","Marjorie","Margolies","Margolies, Marjorie","","D","16,723","27.41%","","","","","2014"
"27901",2791,"Pennsylvania","PA","13","H4PA13181","","Daylin B.","Leach","Leach, Daylin B.","","D","10,130","16.60%","","","","","2014"
"27913",2792,"Pennsylvania","PA","13","H4PA13165","","Valerie","Arkoosh","Arkoosh, Valerie","","D","9,386","15.38%","","","","","2014"
"27943",2795,"Pennsylvania","PA","13","H0PA13080","","Carson Dee","Adcock","Adcock, Carson Dee","","R","10,211","65.76%","","","60,549","32.88%","2014"
"27953",2796,"Pennsylvania","PA","13","H4PA13215","","Beverly A.","Plosa-Bowser","Plosa-Bowser, Beverly A.","","R","5,312","34.21%","","","","","2014"
"28002",2801,"Pennsylvania","PA","14","H4PA18131","(I)","Mike","Doyle","Doyle, Mike","","D","57,039","84.06%","","","148,351","100.00%","2014"
"28013",2802,"Pennsylvania","PA","14","H2PA14092","","Janis C.","Brooks","Brooks, Janis C.","","D","10,806","15.93%","","","","","2014"
"28083",2809,"Pennsylvania","PA","15","H4PA15087","(I)","Charles W.","Dent","Dent, Charles W.","","R","20,700","99.94%","","","128,285","100.00%","2014"
"28153",2816,"Pennsylvania","PA","16","H6PA16197","(I)","Joseph R.","Pitts","Pitts, Joseph R.","","R","25,611","98.77%","","","101,722","57.72%","2014"
"28183",2819,"Pennsylvania","PA","16","H4PA16085","","Tom","Houghton","Houghton, Tom","","D","14,386","62.64%","","","74,513","42.28%","2014"
"28193",2820,"Pennsylvania","PA","16","H4PA16077","","Raja","Kittappa","Kittappa, Raja","","D","8,541","37.19%","","","","","2014"
"28242",2825,"Pennsylvania","PA","17","H2PA17079","(I)","Matt","Cartwright","Cartwright, Matt","","D","47,992","98.59%","","","93,680","56.76%","2014"
"28273",2828,"Pennsylvania","PA","17","H4PA17125","","David J.","Moylan","Moylan, David J.","","R","9,227","44.26%","","","71,371","43.24%","2014"
"28283",2829,"Pennsylvania","PA","17","H4PA17141","","Matthew D.","Connolly","Connolly, Matthew D.","","R","7,000","33.58%","","","","","2014"
"28292",2830,"Pennsylvania","PA","17","H4PA17117","","Matthew","Dietz","Dietz, Matthew","","R","4,465","21.42%","","","","","2014"
"28341",2835,"Pennsylvania","PA","18","H2PA18143","(I)","Tim","Murphy","Murphy, Tim","","R","19,575","99.44%","","","166,076","100.00%","2014"
"28442",2845,"Rhode Island","RI","01","H0RI01073","(I)","David N.","Cicilline","Cicilline, David N.","","D","38,264","63.01%","","","87,060","59.49%","2014"
"28451",2846,"Rhode Island","RI","01","H4RI01109","","Matthew J.","Fecteau","Fecteau, Matthew J.","","D","22,467","36.99%","","","","","2014"
"28472",2848,"Rhode Island","RI","01","H4RI01125","","Cormick Brendan","Lynch","Lynch, Cormick Brendan","","R","6,528","72.44%","","","58,877","40.23%","2014"
"2848",2849,"Rhode Island","RI","01","H4RI01117","","Stanford","Tran","Tran, Stanford","","R","2,484","27.56%","","","","","2014"
"28541",2855,"Rhode Island","RI","02","H0RI02139","(I)","James R.","Langevin","Langevin, James R.","","D","44,600","100.00%","","","105,716","62.22%","2014"
"28562",2857,"Rhode Island","RI","02","H4RI02107","","Rhue R.","Reis","Reis, Rhue R.","","R","14,144","100.00%","","","63,844","37.58%","2014"
"28593",2860,"Rhode Island","RI","02","H8RI01084","","Charles","Picerno","Picerno, Charles","","W","","","","","6","0.00%","2014"
"28651",2866,"South Carolina","SC","01","H4SC01073","(I)","Mark","Sanford","Sanford, Mark","","R","Unopposed","","","","119,392","93.41%","2014"
"28693",2870,"South Carolina","SC","02","H2SC02059","(I)","Joe","Wilson","Wilson, Joe","","R","43,687","81.61%","","","121,649","62.45%","2014"
"28702",2871,"South Carolina","SC","02","H0SC02053","","Eddie ","McCain","McCain, Eddie ","","R","9,842","18.39%","","","","","2014"
"28721",2873,"South Carolina","SC","02","H8SC02098","","Phil ","Black","Black, Phil ","","D","6,699","54.19%","","","68,719","35.28%","2014"
"28731",2874,"South Carolina","SC","02","H4SC02055","","Ed ","Greenleaf","Greenleaf, Ed ","","D","5,663","45.81%","","","","","2014"
"28751",2876,"South Carolina","SC","02","H4SC02063","","Harold, III","Geddings","Geddings, Harold, III","","LBR","*","","","","4,158","2.13%","2014"
"28792",2880,"South Carolina","SC","03","H0SC03077","(I)","Jeff","Duncan","Duncan, Jeff","","R","Unopposed","","","","116,741","71.18%","2014"
"28802",2881,"South Carolina","SC","03","H4SC03129","","Barbara Jo","Mullis","Mullis, Barbara Jo","","D","4,989","66.61%","","","47,181","28.77%","2014"
"2881",2882,"South Carolina","SC","03","H4SC03111","","Hosea","Cleveland","Cleveland, Hosea","","D","2,501","33.39%","","","","","2014"
