"","X1","STATE.ABBREVIATION","STATE","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","GE.RUNOFF.ELECTION.VOTES..LA.","GE.RUNOFF.ELECTION....LA.","COMBINED.GE.PARTY.TOTALS..CT..NY..SC.","COMBINED....CT..NY..SC.","GE.WINNER.INDICATOR","FOOTNOTES","X","X.1","year"
"4923",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4924",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4925",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4926",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4927",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4928",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4929",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4930",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4931",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4932",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4933",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4934",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4935",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4936",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4937",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4938",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4939",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4940",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4941",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4942",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4943",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4944",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4945",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4946",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4947",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4948",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4949",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4950",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4951",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4952",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4953",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4954",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4955",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4956",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4957",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4958",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4959",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4960",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4961",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4962",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4963",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4964",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4965",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4966",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4967",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4968",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4969",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4970",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4971",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4972",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4973",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4974",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4975",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4976",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4977",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4978",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4979",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4980",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4981",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4982",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4983",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4984",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4985",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4986",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4987",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4988",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4989",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4990",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4991",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4992",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4993",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4994",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4995",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4996",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4997",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4998",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"4999",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5000",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5001",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5002",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5003",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5004",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5005",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5006",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5007",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5008",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5009",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5010",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5011",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5012",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5013",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5014",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5015",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5016",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5017",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5018",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5019",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5020",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5021",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5022",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5023",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5024",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5025",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5026",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5027",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5028",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5029",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5030",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5031",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5032",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5033",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5034",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5035",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5036",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5037",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5038",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5039",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5040",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5041",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5042",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5043",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5044",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5045",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5046",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5047",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5048",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5049",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5050",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5051",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5052",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5053",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5054",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5055",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5056",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5057",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5058",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5059",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5060",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5061",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5062",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5063",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5064",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5065",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5066",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5067",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5068",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5069",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5070",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5071",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5072",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5073",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5074",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5075",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5076",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5077",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5078",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5079",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5080",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5081",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5082",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5083",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5084",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5085",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5086",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5087",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5088",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5089",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5090",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5091",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5092",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5093",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5094",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5095",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5096",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5097",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5098",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5099",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5100",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5101",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5102",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5103",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5104",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5105",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5106",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5107",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5108",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5109",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5110",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5111",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5112",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5113",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5114",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5115",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5116",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5117",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5118",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5119",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5120",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5121",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5122",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5123",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5124",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5125",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5126",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5127",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5128",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5129",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5130",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5131",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5132",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5133",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5134",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5135",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5136",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5137",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5138",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5139",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5140",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5141",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5142",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5143",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5144",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5145",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5146",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5147",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5148",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5149",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5150",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5151",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5152",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5153",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5154",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5155",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5156",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5157",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5158",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5159",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5160",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5161",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5162",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5163",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5164",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5165",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5166",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5167",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5168",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5169",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5170",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5171",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5172",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5173",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5174",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5175",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5176",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5177",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5178",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5179",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5180",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5181",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5182",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5183",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5184",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5185",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5186",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5187",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5188",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5189",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5190",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5191",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5192",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5193",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5194",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5195",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5196",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5197",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5198",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5199",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5200",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5201",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5202",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5203",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5204",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5205",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5206",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5207",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5208",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5209",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5210",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5211",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5212",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5213",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5214",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5215",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5216",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5217",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5218",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5219",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5220",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5221",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5222",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5223",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5224",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5225",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5226",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5227",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5228",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5229",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5230",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5231",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5232",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5233",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5234",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5235",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5236",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5237",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5238",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5239",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5240",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5241",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5242",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5243",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5244",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5245",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5246",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5247",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5248",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
"5249",NA,"","","S","","","","","","","","","","","","","","","","","","","",NA,NA,"2014"
